name,type,ra_hours,dec_degrees,magnitude,size_arcmin
LDN 508,DrkN,18.895000,-7.300000,,
LDN 509,DrkN,18.895000,-7.300000,,2.00
LDN 510,DrkN,18.243333,-2.233333,,13.00
LDN 511,DrkN,18.426667,-3.633333,,54.00
LDN 512,DrkN,18.886667,-7.100000,,15.00
LDN 513,DrkN,18.176667,-1.555000,,
LDN 514,DrkN,18.880954,-6.927111,,
LDN 515,DrkN,18.628333,-4.950000,,174.00
LDN 516,DrkN,18.856667,-6.600000,,
LDN 517,DrkN,18.753333,-5.616667,,31.00
LDN 518,DrkN,18.886667,-6.600000,,6.00
LDN 519,DrkN,18.210000,-1.150000,,22.00
LDN 520,DrkN,18.360000,-2.316667,,19.00
LDN 521,DrkN,18.875000,-5.900000,,7.00
LDN 522,DrkN,18.861667,-5.766667,,
LDN 523,DrkN,18.820000,-5.450000,,15.00
LDN 524,DrkN,18.761667,-4.950000,,46.00
LDN 525,DrkN,18.643333,-3.950000,,88.00
